City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,yarmouth,41.7057,-70.2286,14.19,90,0,2.57,US,1696307538
290,lafollette,36.3829,-84.1199,19.67,100,0,0.0,US,1696307538
291,yigo village,13.5361,144.8886,30.62,76,75,6.69,GU,1696307538
292,bardai,11.65,7.2333,20.87,86,100,2.39,NG,1696307539
293,balrampur,27.4333,82.1833,27.05,78,96,5.87,IN,1696307419
294,orleans,30.0335,-89.9501,26.99,74,0,4.63,US,1696307539
295,pengcheng,36.4311,114.17,24.97,38,0,1.76,CN,1696307539
296,mirabad,30.4362,61.8383,30.29,10,0,1.56,AF,1696307539
297,freetown,8.484,-13.2299,24.84,100,75,2.06,SL,1696307540
298,la ronge,55.1001,-105.2842,7.14,87,100,2.06,CA,1696307540
299,saldanha,-33.0117,17.9442,13.03,89,10,5.88,ZA,1696307540
300,marquette,46.5333,-87.6335,21.49,65,47,4.16,US,1696307540
301,ubari,26.5921,12.7805,21.9,40,0,4.62,LY,1696307541
302,barah,13.7,30.3667,28.58,57,47,5.4,SD,1696307541
303,riviera beach,26.7753,-80.0581,28.02,76,75,5.66,US,1696307541
304,vylkove,45.4021,29.586,13.31,58,5,3.45,UA,1696307541
305,mount isa,-20.7333,139.5,34.87,15,1,5.14,AU,1696307432
306,kerema,-7.9631,145.7785,26.83,85,87,3.77,PG,1696307542
307,hadibu,12.65,54.0333,27.99,74,14,1.47,YE,1696307542
308,paghman,34.5875,68.9533,16.53,21,1,1.52,AF,1696307542
309,salalah,17.0151,54.0924,27.05,74,75,1.54,OM,1696307543
310,galveston,29.3669,-94.9669,28.33,79,0,5.66,US,1696307543
311,smithers,54.7804,-127.1743,5.18,93,0,1.03,CA,1696307543
312,queenstown,-31.8976,26.8753,19.28,40,0,2.47,ZA,1696307543
313,gamba,-2.65,10.0,24.33,88,91,1.95,GA,1696307544
314,kerikeri,-35.2268,173.9474,17.17,64,0,1.79,NZ,1696307544
315,le vauclin,14.5452,-60.8388,26.03,89,99,1.03,MQ,1696307544
316,basoko,1.2391,23.616,22.67,97,100,1.65,CD,1696307544
317,tual,-5.6667,132.75,26.49,84,24,4.77,ID,1696307544
318,olonkinbyen,70.9221,-8.7187,2.75,92,80,6.17,SJ,1696307545
319,aitape,-3.1374,142.3475,26.22,85,100,2.34,PG,1696307545
320,nanning,22.8167,108.3167,32.25,59,25,2.71,CN,1696307545
321,biankouma,7.7391,-7.6138,21.03,99,71,0.72,CI,1696307545
322,zaozersk,69.4005,32.4476,0.86,85,100,2.04,RU,1696307546
323,puerto armuelles,8.2833,-82.8667,25.05,96,100,1.34,PA,1696307535
324,fortuna,40.5982,-124.1573,13.53,91,100,0.0,US,1696307546
325,santona,43.4439,-3.4576,20.12,86,53,3.46,ES,1696307546
326,marsh harbour,26.5412,-77.0636,26.91,71,15,7.76,BS,1696307546
327,jiexiu,37.0244,111.9125,22.31,38,13,1.13,CN,1696307547
328,chonchi,-42.6128,-73.8092,4.56,97,49,0.59,CL,1696307439
329,trenggalek,-8.05,111.7167,31.48,48,82,4.53,ID,1696307358
330,kavaratti,10.5669,72.642,27.77,74,99,3.43,IN,1696307547
331,beloyarskiy,63.7119,66.6722,6.11,79,100,2.68,RU,1696307548
332,antsiranana,-12.2787,49.2917,25.42,78,40,3.09,MG,1696307548
333,roja,57.5,22.8167,14.38,95,100,4.06,LV,1696307548
334,al bardiyah,31.7561,25.0865,23.19,62,2,5.47,LY,1696307548
335,andergrove,-21.0833,149.1833,27.03,73,7,5.25,AU,1696307548
336,kindu,-2.95,25.95,21.57,92,46,1.15,CD,1696307549
337,taksimo,56.3444,114.8794,3.17,49,91,1.34,RU,1696307549
338,kagizman,40.1567,43.1342,12.15,70,88,1.64,TR,1696307549
339,sitka,57.0531,-135.33,11.94,82,100,4.12,US,1696307549
340,isangel,-19.55,169.2667,26.06,65,75,3.09,VU,1696307550
341,praia,14.9215,-23.5087,25.3,83,0,2.57,CV,1696307550
342,beau vallon,-20.4189,57.6953,24.13,83,20,1.54,MU,1696307550
343,turar ryskulov,42.5333,70.3333,18.44,29,0,1.65,KZ,1696307550
344,vilyuysk,63.7553,121.6247,2.78,51,54,2.68,RU,1696307550
345,springbok,-29.6643,17.8865,16.68,38,0,1.49,ZA,1696307551
346,pudozh,61.8099,36.5345,6.08,82,100,1.34,RU,1696307551
347,ola,59.5833,151.2833,10.23,53,86,2.49,RU,1696307551
348,praia da vitoria,38.7333,-27.0667,18.75,94,20,5.48,PT,1696307551
349,nar'yan-mar,67.6713,53.087,3.95,78,65,9.39,RU,1696307551
350,kurumkan,54.3,110.3,5.63,48,86,1.79,RU,1696307552
351,sinop,41.7711,34.8709,12.79,86,51,2.29,TR,1696307552
352,kingscliff,-28.2667,153.5667,25.96,57,0,7.72,AU,1696307552
353,kez,57.8979,53.7152,10.15,89,100,2.2,RU,1696307552
354,nouadhibou,20.931,-17.0347,25.27,51,55,5.39,MR,1696307553
355,garden city,42.3256,-83.331,18.97,89,0,0.0,US,1696307471
356,morehead city,34.7229,-76.726,21.1,91,75,4.12,US,1696307553
357,bairnsdale,-37.8333,147.6167,25.07,42,100,5.45,AU,1696307309
358,cody,44.5263,-109.0565,11.12,87,75,2.57,US,1696307553
359,pisco,-13.7,-76.2167,18.34,88,0,6.17,PE,1696307553
360,moapa valley,36.5805,-114.4703,21.25,31,4,1.1,US,1696307554
361,san juan de miraflores,-12.1629,-76.9635,18.29,91,98,4.28,PE,1696307554
362,sittwe,20.15,92.9,25.47,91,100,4.6,MM,1696307554
363,noumea,-22.2763,166.4572,25.0,99,92,7.81,NC,1696307286
364,amahai,-3.3333,128.9167,26.69,83,97,1.7,ID,1696307554
365,carnot,4.9409,15.8665,21.59,97,100,0.63,CF,1696307555
366,narasapur,16.45,81.6667,31.92,65,84,3.37,IN,1696307555
367,nova sintra,14.8667,-24.7167,23.21,80,16,3.67,CV,1696307555
368,keminmaa,65.8596,24.8228,6.87,100,75,3.09,FI,1696307555
369,vegreville,53.5001,-112.0518,9.17,87,54,2.57,CA,1696307556
370,howard springs,-12.497,131.047,31.95,40,69,5.11,AU,1696307556
371,ambovombe,-25.1667,46.0833,19.96,46,18,7.74,MG,1696307556
372,la gi,10.6667,107.7833,29.06,78,83,4.83,VN,1696307556
373,fort st. john,56.2499,-120.8529,8.94,57,75,3.6,CA,1696307388
374,mar del plata,-38.0023,-57.5575,11.16,99,100,1.03,AR,1696307557
375,flying fish cove,-10.4217,105.6791,26.82,69,100,5.66,CX,1696307557
376,la rinconada,37.4873,-5.9826,22.76,62,0,1.03,ES,1696307557
377,wailua homesteads,22.0669,-159.378,26.24,83,75,3.6,US,1696307557
378,marsabit,2.3284,37.9899,18.96,56,76,11.0,KE,1696307557
379,kenai,60.5544,-151.2583,7.86,69,0,3.6,US,1696307558
380,ruidoso,33.3317,-105.673,16.64,63,75,5.14,US,1696307558
381,rabo de peixe,37.8,-25.5833,19.73,99,20,5.14,PT,1696307558
382,grand baie,-20.0182,57.5802,24.26,72,0,1.91,MU,1696307558
383,labuan,5.2767,115.2417,31.2,74,20,1.03,MY,1696307558
384,callao,-12.0667,-77.15,19.16,77,75,6.17,PE,1696307559
385,severo-yeniseyskiy,60.3725,93.0408,0.32,98,100,2.68,RU,1696307559
386,buulobarde,3.8538,45.5674,27.78,68,6,6.72,SO,1696307559
387,cole harbour,44.6724,-63.4751,13.71,90,19,0.51,CA,1696307559
388,leninsk-kuznetsky,54.6567,86.1737,9.45,47,3,1.17,RU,1696307559
389,mutuali,-14.8706,37.0044,22.57,62,16,1.96,MZ,1696307560
390,berezovyy,51.6667,135.7,11.05,63,75,0.6,RU,1696307560
391,tekman,39.6436,41.5078,7.95,74,99,0.81,TR,1696307560
392,hotan,37.0997,79.9269,22.65,14,80,3.04,CN,1696307560
393,najran,17.4924,44.1277,19.36,14,0,0.67,SA,1696307471
394,zuni pueblo,35.0725,-108.8506,12.35,53,0,6.07,US,1696307561
395,sikasso,10.9167,-7.0,24.23,89,99,1.66,ML,1696307561
396,micheweni,-4.9667,39.8333,26.09,77,67,5.2,TZ,1696307561
397,obuase,6.206,-1.6619,22.18,99,95,1.11,GH,1696307561
398,marsa alam,25.0757,34.8918,28.17,51,11,7.17,EG,1696307562
399,pervomayskoye,43.919,46.7102,19.48,56,98,3.58,RU,1696307562
400,tabuk,17.4189,121.4443,28.15,77,100,1.66,PH,1696307562
401,nuku'alofa,-21.1333,-175.2,22.19,68,75,6.69,TO,1696307562
402,arica,-18.475,-70.3042,19.13,77,100,3.6,CL,1696307563
403,isetskoye,56.4858,65.3226,13.63,64,100,4.18,RU,1696307563
404,ploneour-lanvern,47.9,-4.2833,15.18,94,75,5.66,FR,1696307563
405,carutapera,-1.195,-46.02,25.84,86,52,3.36,BR,1696307563
406,gornji milanovac,44.0333,20.45,7.05,91,12,1.23,RS,1696307563
407,novobureyskiy,49.798,129.8774,12.85,50,97,1.8,RU,1696307564
408,banda aceh,5.5577,95.3222,29.96,65,100,4.0,ID,1696307364
409,katsuura,35.1333,140.3,23.33,61,78,5.12,JP,1696307564
410,howrah,22.5892,88.3103,26.0,94,100,3.09,IN,1696307508
411,amiens,49.9,2.3,18.55,82,100,6.91,FR,1696307564
412,yeed,4.55,43.0333,26.57,64,5,7.62,SO,1696307565
413,ebon,4.582,168.6964,29.43,70,7,2.18,MH,1696307565
414,neryungri,56.6709,124.6491,1.25,90,100,3.22,RU,1696307565
415,saint-jean-de-monts,46.7833,-2.0667,18.88,83,89,10.2,FR,1696307565
416,kasempa,-13.4584,25.8338,20.13,59,38,4.43,ZM,1696307566
417,dunedin,-45.8742,170.5036,12.11,62,2,4.02,NZ,1696307479
418,dwarka,22.2394,68.9678,28.26,66,4,3.86,IN,1696307566
419,san jose del cabo,23.0589,-109.6977,29.77,76,0,2.06,MX,1696307311
420,yuanping,38.7153,112.7575,22.42,34,26,1.2,CN,1696307566
421,vernon,50.2581,-119.2691,12.56,92,94,0.51,CA,1696307567
422,pedregal,8.3667,-82.4333,25.11,97,100,1.34,PA,1696307567
423,manacapuru,-3.2997,-60.6206,27.94,48,96,1.88,BR,1696307567
424,valparaiso,-33.0393,-71.6273,10.8,71,20,1.03,CL,1696307561
425,hasparren,43.3838,-1.305,21.7,83,100,1.54,FR,1696307567
426,tomatlan,19.9333,-105.25,25.78,95,100,0.77,MX,1696307568
427,sao tome,0.3365,6.7273,25.71,86,100,4.47,ST,1696307568
428,peterhead,57.5058,-1.7981,9.22,81,41,6.75,GB,1696307568
429,leksand,60.7339,15.0032,5.81,91,100,1.83,SE,1696307568
430,busia,0.4544,34.0758,21.35,65,46,2.71,UG,1696307569
431,quellon,-43.1167,-73.6167,5.85,86,88,1.04,CL,1696307569
432,caspe,41.234,-0.0395,19.27,92,85,1.95,ES,1696307569
433,la passe,45.5549,-0.8967,19.99,83,37,6.47,FR,1696307569
434,pyhajarvi,67.0701,27.2176,4.76,97,100,0.81,FI,1696307569
435,beloretsk,53.9631,58.3981,9.18,77,99,1.34,RU,1696307570
436,sao borja,-28.6606,-56.0044,13.86,89,0,3.34,BR,1696307570
437,mahibadhoo,3.7833,72.9667,27.08,79,100,4.55,MV,1696307570
438,carolina beach,34.0352,-77.8936,19.48,81,0,5.18,US,1696307300
439,strezhevoy,60.7333,77.5889,9.42,83,100,4.47,RU,1696307570
440,mokhsogollokh,61.4681,128.9203,3.82,79,100,3.53,RU,1696307571
441,beihai,21.4833,109.1,30.06,70,97,3.5,CN,1696307571
442,horta,38.5333,-28.6333,16.68,81,11,4.92,PT,1696307571
443,ghat,24.9647,10.1728,24.47,40,0,1.33,LY,1696307571
444,ha'il,27.5219,41.6907,24.01,35,0,1.03,SA,1696307572
445,xiongzhou,25.1167,114.3,31.44,62,35,2.0,CN,1696307572
446,iwaki,37.05,140.8833,25.63,55,32,0.89,JP,1696307572
447,turochak,52.2576,87.1224,12.77,55,0,1.04,RU,1696307572
448,porangatu,-13.4408,-49.1486,29.04,38,65,0.61,BR,1696307572
449,perugorria,-29.3413,-58.6106,11.86,88,0,4.07,AR,1696307573
450,dauphin,51.1494,-100.0502,12.08,100,100,1.03,CA,1696307573
451,champerico,14.3,-91.9167,27.26,81,93,1.19,GT,1696307573
452,tolanaro,-25.0319,46.9987,19.04,77,75,1.03,MG,1696307573
453,boiling springs,35.0465,-81.9818,19.03,83,0,0.0,US,1696307573
454,bac kan,22.1333,105.8333,33.27,47,64,1.35,VN,1696307574
455,shawnee,39.05,-95.7669,23.92,64,0,4.63,US,1696307542
456,souillac,-20.5167,57.5167,24.21,83,20,1.54,MU,1696307574
457,timbuktu,16.7735,-3.0074,32.66,27,48,2.68,ML,1696307574
458,tura,25.5198,90.2201,27.33,85,29,2.18,IN,1696307574
459,nieuw nickerie,5.95,-56.9833,27.45,84,94,7.24,SR,1696307575
460,worland,44.0169,-107.9554,13.15,87,100,2.57,US,1696307457
461,chingola,-12.529,27.8838,17.89,69,46,3.71,ZM,1696307397
462,gobabis,-22.45,18.9667,19.09,44,0,1.14,NA,1696307575
463,bosobolo,4.1833,19.9,21.7,96,100,0.14,CD,1696307575
464,cascais,38.6979,-9.4215,20.52,81,25,7.15,PT,1696307576
465,gurupi,-11.7292,-49.0686,28.84,27,28,2.85,BR,1696307576
466,subtanjalla,-14.0189,-75.7581,18.67,81,26,1.19,PE,1696307576
467,altdorf,49.3875,11.3572,12.18,90,38,2.23,DE,1696307576
468,carrizo springs,28.5219,-99.8606,26.34,100,0,4.12,US,1696307576
469,monrovia,6.3005,-10.7969,24.87,88,53,2.85,LR,1696307577
470,el haouaria,37.05,11.0144,20.01,69,0,1.85,TN,1696307577
471,makushino,55.2103,67.2442,13.33,51,100,5.91,RU,1696307577
472,manismata,-2.4667,111.0333,36.26,29,96,3.0,ID,1696307577
473,tofol,5.3248,163.0078,29.35,68,22,2.03,FM,1696307578
474,kimbe,-5.5502,150.1429,25.87,90,91,2.38,PG,1696307578
475,encruzilhada do sul,-30.5439,-52.5219,7.25,97,17,2.22,BR,1696307578
476,ivdel',60.6911,60.4206,9.55,70,50,2.41,RU,1696307578
477,sydney,-33.8679,151.2073,36.86,17,0,9.77,AU,1696307539
478,richards bay,-28.783,32.0377,18.41,61,0,7.28,ZA,1696307579
479,guerrero negro,27.9769,-114.0611,18.69,73,2,5.5,MX,1696307579
480,asvestochori,40.6413,23.0253,17.88,73,75,1.34,GR,1696307579
481,matsumoto,36.2333,137.9667,23.28,48,75,3.09,JP,1696307579
482,ilhabela,-23.7781,-45.3581,19.52,89,100,0.4,BR,1696307580
483,warrensburg,38.7628,-93.7361,22.94,63,0,3.09,US,1696307580
484,dakhla,23.6848,-15.958,21.42,79,39,6.25,EH,1696307580
485,ingeniero jacobacci,-41.3427,-69.5448,6.76,64,44,2.91,AR,1696307580
486,oriximina,-1.7656,-55.8661,27.01,65,45,1.99,BR,1696307580
487,livingston,55.9029,-3.5226,11.18,91,0,4.63,GB,1696307423
488,lhuentse,27.6679,91.1839,25.96,82,38,2.45,BT,1696307581
489,kuchaiburi,22.2667,86.1667,28.24,78,100,2.19,IN,1696307581
490,valdivia,-39.8142,-73.2459,3.05,98,3,0.37,CL,1696307581
491,ulsteinvik,62.3432,5.8487,12.64,84,93,3.13,NO,1696307581
492,wenling,28.3669,121.36,27.55,61,5,5.72,CN,1696307582
493,nemuro,43.3236,145.575,16.15,71,8,8.41,JP,1696307582
494,amga,60.8953,131.9608,8.32,65,100,1.34,RU,1696307582
495,abilene,32.4487,-99.7331,26.21,49,0,0.45,US,1696307433
496,timimoun,29.2639,0.231,22.21,46,0,5.14,DZ,1696307582
497,la'ie,21.6477,-157.9253,27.98,76,28,1.79,US,1696307583
498,pakala,13.4667,79.1167,29.23,52,97,5.2,IN,1696307583
499,verkhnedneprovskiy,54.9813,33.3457,7.46,88,63,2.91,RU,1696307583
500,nagqu,31.5,92.0,14.24,40,18,6.93,CN,1696307583
501,lagoa,39.05,-27.9833,19.44,68,5,5.85,PT,1696307583
502,gargalianoi,37.0667,21.6333,19.64,59,1,2.09,GR,1696307584
503,rapla,59.0072,24.7928,13.27,98,100,3.23,EE,1696307584
504,ammon,43.4696,-111.9666,9.28,87,75,6.69,US,1696307584
505,khash,28.2211,61.2158,26.23,16,0,0.83,IR,1696307584
506,kokopo,-4.352,152.2633,26.58,85,78,3.13,PG,1696307584
507,rocha,-34.4833,-54.3333,8.59,96,88,2.52,UY,1696307426
508,nguru,12.8791,10.4526,24.67,62,94,1.32,NG,1696307585
509,scarborough,54.2797,-0.4044,10.76,92,69,0.89,GB,1696307585
510,westport,41.1415,-73.3579,17.16,85,0,0.45,US,1696307585
511,aibak,36.2647,68.0155,23.21,20,47,1.13,AF,1696307586
512,berdigestyakh,62.0989,126.6992,0.72,91,100,3.13,RU,1696307586
513,cam ranh,11.9214,109.1591,30.98,70,20,2.06,VN,1696307586
514,chibougamau,49.9168,-74.3659,16.79,100,100,4.12,CA,1696307586
515,santanyi,39.3546,3.1291,19.82,77,0,2.4,ES,1696307586
516,mount gambier,-37.8333,140.7667,14.82,54,47,5.49,AU,1696307587
517,padangsidempuan,1.3667,99.2667,27.93,63,100,1.52,ID,1696307587
518,acajutla,13.5928,-89.8275,27.09,85,74,2.32,SV,1696307587
519,reggane,26.7158,0.1714,26.71,30,9,6.54,DZ,1696307587
520,sandston,37.5235,-77.3158,18.06,95,0,0.0,US,1696307587
521,sumbawa besar,-8.5,117.4333,35.0,38,25,4.91,ID,1696307588
522,iquitos,-3.7481,-73.2472,25.02,88,0,0.0,PE,1696307585
523,bemidji,47.4736,-94.8803,22.87,78,0,0.0,US,1696307349
524,lagrange,33.0393,-85.0313,16.88,65,0,2.13,US,1696307495
525,holbrook,40.8123,-73.0784,17.01,87,0,0.0,US,1696307460
526,hurricane,37.1753,-113.2899,15.26,62,33,1.62,US,1696307589
527,kristiansund,63.1115,7.732,9.36,87,75,1.54,NO,1696307589
528,igarka,67.4667,86.5833,2.73,100,100,6.01,RU,1696307589
529,grevenmacher,49.6747,6.4419,18.68,77,0,4.12,LU,1696307589
530,black point,-34.6187,137.8972,16.42,56,29,8.71,AU,1696307590
531,bodaybo,57.8506,114.1933,4.71,61,99,3.58,RU,1696307590
532,huarmey,-10.0681,-78.1522,19.29,89,98,3.95,PE,1696307590
533,swan hill,-35.3378,143.5544,14.89,95,100,3.97,AU,1696307590
534,kailua-kona,19.6406,-155.9956,26.98,82,40,3.6,US,1696307382
535,auki,-8.7676,160.7034,27.78,79,95,1.92,SB,1696307590
536,tazovsky,67.4667,78.7,2.79,96,100,9.58,RU,1696307591
537,powell river,49.8496,-124.5361,12.15,95,90,2.57,CA,1696307469
538,crane,31.3974,-102.3501,24.28,70,68,6.4,US,1696307591
539,jayapura,-2.5333,140.7,31.66,87,100,2.48,ID,1696307592
540,karratha,-20.7377,116.8463,33.28,21,51,5.49,AU,1696307592
541,brookings,44.3114,-96.7984,23.54,54,0,5.66,US,1696307584
542,port isabel,26.0734,-97.2086,29.02,84,0,4.12,US,1696307592
543,ayorou,14.7308,0.9174,30.08,53,20,4.14,NE,1696307592
544,laguna,38.421,-121.4238,20.08,54,0,1.54,US,1696307592
545,jieshi,22.8134,115.8257,28.29,74,40,2.97,CN,1696307593
546,madang,-5.2246,145.7966,30.08,69,74,2.79,PG,1696307593
547,pogranichnyy,44.4064,131.3769,18.94,48,23,2.82,RU,1696307593
548,dankov,53.2515,39.1555,10.29,67,46,3.35,RU,1696307593
549,usol'ye,59.4268,56.6808,10.27,82,100,1.91,RU,1696307593
550,thunder bay,48.4001,-89.3168,17.99,100,75,1.54,CA,1696307594
551,belchatow,51.3688,19.3567,13.19,71,88,3.73,PL,1696307594
552,hisua,24.8333,85.4167,28.1,69,58,5.01,IN,1696307594
553,bengkulu,-3.8004,102.2655,27.31,70,100,5.77,ID,1696307594
554,miyako,39.6367,141.9525,22.46,47,61,1.78,JP,1696307595
555,san pablo villa de mitla,16.9167,-96.4,17.35,90,97,1.95,MX,1696307595
556,murghob,38.1702,73.9667,4.49,30,0,2.01,TJ,1696307595
557,i-n-salah,27.1935,2.4607,25.3,36,0,8.13,DZ,1696307595
558,ambalangoda,6.2355,80.0538,27.63,76,96,4.0,LK,1696307596
559,bac lieu,9.285,105.7244,28.75,77,95,5.78,VN,1696307596
560,arraial do cabo,-22.9661,-42.0278,20.48,88,100,1.41,BR,1696307596
561,bata,1.8639,9.7658,24.97,90,94,1.79,GQ,1696307596
562,shimoda,34.6667,138.95,25.2,65,88,3.44,JP,1696307596
563,borba,-4.3878,-59.5939,27.89,45,96,1.18,BR,1696307597
564,n'dalatando,-9.2978,14.9116,19.57,88,58,0.49,AO,1696307597
565,soio,-6.1349,12.3689,23.94,89,53,2.15,AO,1696307597
566,mongo,12.1844,18.693,25.71,67,85,2.71,TD,1696307597
567,sur,22.5667,59.5289,33.54,41,14,4.49,OM,1696307597
568,fasa,28.9383,53.6482,19.58,32,0,2.06,IR,1696307598
569,bikenibeu village,1.3673,173.1241,30.98,74,40,3.09,KI,1696307598
570,guiuan,11.0333,125.7247,28.9,77,84,6.52,PH,1696307598
571,sisimiut,66.9395,-53.6735,0.44,60,2,2.06,GL,1696307476
572,ocean shores,46.9737,-124.1563,15.57,98,100,2.06,US,1696307599
573,caucete,-31.6518,-68.2811,15.59,45,9,6.37,AR,1696307599
574,gamboma,-1.8764,15.8644,23.95,90,99,0.51,CG,1696307599
575,oeiras do para,-2.0031,-49.8544,24.83,85,45,2.15,BR,1696307599
576,dul'durga,50.6761,113.5931,8.64,32,20,8.71,RU,1696307599
577,altamira,-3.2033,-52.2064,24.79,76,19,2.31,BR,1696307600
578,china,25.7,-99.2333,27.88,70,31,6.1,MX,1696307446
